Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P142,F467,Southwest,ATL,DEN,2024-05-12 00:28:53,145,Delayed,1025,418.9,33,Female,High,Leisure,Premium Economy,3,,Mobile App,7.683501355113788,18.0,107,0,0,Window,34
P143,F1873,JetBlue,DFW,LAX,2024-11-04 05:44:48,181,On-time,1249,176.04,37,Female,Medium,Leisure,Economy,3,Platinum,Mobile App,8.126637415918813,6.0,45,0,0,Aisle,32
P144,F1775,United,ORD,ATL,2024-07-19 14:07:59,204,On-time,1568,339.62,54,Male,Medium,Leisure,Economy,1,,Online,6.836493872389653,4.0,58,0,0,Aisle,4
P145,F1924,JetBlue,LAX,ORD,2024-06-06 13:14:36,319,On-time,1294,388.28,74,Female,Low,Family,Economy,0,,Online,7.55304959421062,3.0,78,0,0,Aisle,105
P146,F1557,United,SEA,DFW,2023-10-03 09:15:45,225,On-time,1136,303.95,60,Female,Low,Emergency,Premium Economy,1,Silver,Airport Kiosk,7.272583467317122,13.0,72,0,1,Aisle,102
P147,F1675,JetBlue,ATL,DFW,2023-11-12 11:19:56,203,On-time,1780,203.9,36,Female,Medium,Family,Economy,3,,Mobile App,7.430290924956688,7.0,70,0,1,Middle,40
P148,F1414,Delta,DFW,JFK,2024-02-26 08:20:09,181,Cancelled,725,272.76,24,Female,High,Emergency,Business,1,Gold,Airport Kiosk,8.75827663213736,19.0,27,0,0,Aisle,27
P149,F56,American Airlines,ATL,ORD,2024-06-06 18:03:39,172,On-time,1488,275.29,72,Female,Medium,Business,Business,1,Gold,Online,8.306430435146693,11.0,90,0,0,Middle,6
P150,F437,Southwest,LAX,DFW,2023-09-22 02:27:38,283,On-time,1529,296.31,41,Male,Low,Family,Economy,1,Silver,Mobile App,8.310511926593751,7.0,63,0,1,Middle,72
P151,F782,American Airlines,DFW,LAX,2024-12-04 11:48:41,178,On-time,1387,441.05,31,Male,High,Family,Economy,3,Gold,Mobile App,8.153329887704084,1.0,103,0,0,Aisle,71
P152,F1880,Southwest,JFK,SFO,2024-02-22 13:48:28,197,On-time,1491,575.18,43,Male,Medium,Business,Economy,1,,Mobile App,7.284612932457933,5.0,60,0,0,Middle,11
P153,F1236,American Airlines,ATL,SEA,2024-07-05 00:20:54,160,On-time,1302,286.41,33,Female,Medium,Emergency,Economy,1,,Desk,7.158691843202432,3.0,68,0,0,Middle,33
P154,F1015,American Airlines,LAX,SFO,2024-06-13 07:10:01,132,On-time,968,317.33,20,Female,Low,Business,Premium Economy,1,,Desk,6.673224458367411,13.0,56,0,0,Aisle,32
P155,F1695,Southwest,ATL,ORD,2024-04-20 21:25:41,205,On-time,1029,449.3,79,Female,Low,Leisure,Economy,2,,Airport Kiosk,7.814679783403345,0.0,104,0,0,Aisle,47
P156,F1166,American Airlines,ORD,JFK,2025-03-17 12:41:10,223,Delayed,1326,291.85,20,Female,High,Leisure,Economy,1,Silver,Mobile App,6.873194097422267,12.0,70,0,0,Window,118
P157,F1027,American Airlines,ORD,LAX,2025-04-15 21:43:11,169,On-time,777,361.79,77,Female,Medium,Leisure,Business,2,Gold,Airport Kiosk,8.01208330776053,4.0,112,0,0,Aisle,22
P158,F43,United,LAX,DFW,2024-05-15 08:06:31,167,On-time,1222,377.84,57,Male,Medium,Emergency,Premium Economy,1,,Online,8.6523970478417,1.0,54,0,0,Aisle,61
P159,F1017,American Airlines,SFO,LAX,2024-05-30 14:31:59,127,On-time,1027,491.89,34,Male,Low,Family,Economy,0,Gold,Airport Kiosk,7.409103460359736,16.0,35,0,0,Aisle,87
P160,F1990,American Airlines,DEN,DFW,2023-09-21 09:17:47,224,Delayed,1126,535.81,51,Female,Medium,Emergency,Premium Economy,2,Platinum,Online,8.947477011966694,5.0,34,0,0,Aisle,36
P161,F1336,Southwest,ORD,DEN,2024-09-04 11:42:32,442,On-time,1470,342.95,55,Female,Medium,Emergency,Economy,1,Silver,Desk,6.491164021415272,17.0,89,0,0,Middle,98
P162,F1555,Delta,SEA,JFK,2025-01-31 00:06:48,38,On-time,907,476.42,21,Male,Low,Family,Economy,3,Platinum,Mobile App,6.962648007784418,14.0,80,0,0,Window,43
P163,F807,United,DEN,ORD,2025-04-19 08:23:48,219,On-time,1572,542.25,40,Male,Medium,Business,Economy,0,,Mobile App,7.6578250794613645,22.0,42,0,0,Middle,103
P164,F1492,American Airlines,SEA,ORD,2024-05-01 05:49:40,228,On-time,812,414.87,75,Male,Medium,Leisure,Premium Economy,0,,Desk,7.508671368515534,1.0,25,0,0,Middle,85
P165,F711,Delta,SFO,DEN,2023-09-17 21:47:11,154,On-time,1562,376.6,52,Male,Low,Business,Premium Economy,2,Silver,Airport Kiosk,8.203247003396639,0.0,77,0,1,Aisle,90
P166,F506,American Airlines,LAX,DFW,2023-10-28 03:30:05,266,Delayed,1076,172.37,26,Male,Low,Leisure,Economy,2,,Airport Kiosk,6.815415886703407,3.0,100,0,0,Middle,34
P167,F295,Delta,DFW,SFO,2023-11-15 04:47:59,192,Delayed,897,204.79,23,Male,Medium,Emergency,Premium Economy,1,,Airport Kiosk,7.864170861227902,2.0,31,0,0,Middle,64
P168,F1817,Southwest,ATL,LAX,2023-08-06 20:00:20,146,On-time,1142,456.89,59,Female,Medium,Business,Economy,2,,Airport Kiosk,7.657424321701782,2.0,41,0,0,Middle,98
P169,F689,United,SEA,SEA,2024-03-11 03:28:10,252,On-time,1434,318.63,72,Male,Medium,Leisure,Economy,1,Gold,Mobile App,7.443287137873439,1.0,2,0,0,Window,100
P170,F107,American Airlines,LAX,SEA,2023-11-01 18:48:00,170,On-time,1597,426.62,38,Male,Medium,Leisure,Economy,1,,Airport Kiosk,7.020037537583682,5.0,17,0,1,Aisle,46
P171,F1311,Southwest,LAX,JFK,2024-06-06 11:05:31,201,On-time,734,281.07,30,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,7.78706796066392,8.0,100,0,0,Aisle,77
P172,F596,Southwest,ORD,ORD,2023-05-04 10:04:03,208,On-time,754,148.59,59,Male,Medium,Family,Economy,2,Gold,Desk,7.041107708962667,10.0,41,0,0,Middle,2
P173,F633,American Airlines,DEN,ORD,2023-10-25 12:58:07,171,Cancelled,1144,423.02,35,Female,Medium,Emergency,Premium Economy,2,,Desk,7.158045283661384,8.0,93,0,0,Middle,0
P174,F1834,American Airlines,SFO,ORD,2023-12-13 06:42:58,211,Cancelled,1127,316.21,67,Male,Medium,Leisure,Business,1,,Mobile App,8.251443038123655,7.0,72,0,0,Aisle,4
P175,F741,American Airlines,SFO,DFW,2025-01-14 22:13:49,124,Delayed,1497,594.87,78,Male,Medium,Leisure,Economy,0,,Mobile App,8.555003074929218,2.0,119,0,0,Window,89
P176,F366,Southwest,LAX,LAX,2024-07-19 22:41:27,270,Delayed,1538,332.03,78,Male,High,Family,Premium Economy,1,Gold,Airport Kiosk,9.163474670941188,4.0,68,0,0,Aisle,118
P177,F521,Southwest,DFW,SEA,2024-09-21 17:44:24,224,On-time,966,100.44,74,Female,Medium,Emergency,Economy,2,Silver,Online,7.61329843711085,9.0,1,0,1,Aisle,13
P178,F282,Southwest,JFK,ORD,2024-10-02 23:58:10,169,Delayed,1395,227.81,42,Male,High,Business,Premium Economy,1,Silver,Mobile App,8.620336754711612,20.0,19,0,0,Aisle,102
P179,F154,United,DEN,LAX,2023-07-08 17:03:04,29,On-time,1013,316.0,76,Female,Low,Leisure,Economy,3,,Mobile App,7.699153270889607,6.0,72,0,1,Aisle,26
P180,F1047,American Airlines,DEN,SFO,2024-07-14 14:59:08,255,On-time,1494,428.84,46,Female,Medium,Emergency,Premium Economy,4,,Mobile App,5.918098761825426,27.0,85,0,0,Window,8
P181,F90,Delta,ORD,DEN,2024-11-22 00:14:40,179,On-time,1351,467.42,63,Male,Low,Emergency,Business,1,Silver,Mobile App,9.249614601693485,6.0,93,0,0,Middle,78
P182,F662,United,ORD,SFO,2023-08-28 22:01:07,190,Delayed,1198,645.14,47,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,6.979105287993529,7.0,15,0,0,Window,14
P183,F943,United,ATL,ATL,2023-04-26 02:26:30,151,On-time,1629,391.74,37,Male,Low,Family,Premium Economy,0,Gold,Airport Kiosk,8.51377444922926,1.0,102,0,0,Middle,89
P184,F1311,Delta,JFK,DFW,2025-04-12 11:46:54,34,Delayed,1682,380.6,60,Female,Low,Emergency,Economy,1,,Online,7.042112502684123,14.0,83,0,0,Aisle,41
P185,F586,Delta,LAX,SFO,2024-04-06 15:54:34,171,Delayed,716,491.71,51,Male,High,Business,Economy,1,Silver,Airport Kiosk,7.610281308880905,4.0,48,0,0,Aisle,76
P186,F1882,American Airlines,ATL,ORD,2023-06-16 06:17:21,201,On-time,1688,293.74,33,Male,Medium,Family,Premium Economy,2,,Desk,7.106720242262259,6.0,68,0,0,Aisle,50
P187,F1408,United,SEA,DEN,2024-06-07 09:49:29,163,On-time,1063,168.45,79,Male,Medium,Business,Business,0,Platinum,Airport Kiosk,8.613738479991385,5.0,69,0,0,Window,62
P188,F416,American Airlines,SFO,JFK,2023-11-19 12:52:41,177,Cancelled,1191,492.99,33,Male,High,Emergency,Business,0,,Online,8.40779462206883,6.0,100,0,1,Middle,95
P189,F1073,JetBlue,ATL,ORD,2024-11-04 00:51:24,185,On-time,878,155.67,72,Female,Medium,Emergency,Business,1,,Online,8.151891386176159,25.0,106,0,0,Window,102
P190,F1958,United,ORD,DFW,2023-05-09 07:14:52,183,On-time,808,486.76,33,Female,Medium,Leisure,Business,0,,Desk,8.9517882713971,16.0,103,0,0,Middle,112
P191,F1774,Delta,DEN,LAX,2024-01-04 00:15:09,181,Cancelled,1206,466.06,34,Male,Low,Family,Economy,1,Silver,Desk,7.876047796840404,1.0,104,0,0,Middle,51
P192,F420,United,JFK,JFK,2024-06-13 01:35:38,342,On-time,1227,573.85,79,Male,Medium,Emergency,Business,1,Gold,Mobile App,9.153218113929475,15.0,50,0,0,Window,95
P193,F744,Delta,LAX,JFK,2024-10-15 18:08:10,116,On-time,2045,330.79,56,Male,Low,Emergency,Economy,0,Platinum,Online,6.124747493944773,12.0,34,0,0,Aisle,3
P194,F284,Southwest,ORD,JFK,2023-08-25 17:27:33,92,On-time,1537,183.48,76,Male,Medium,Business,Economy,1,,Mobile App,7.870346442240182,2.0,80,0,0,Window,93
P195,F175,JetBlue,JFK,ATL,2025-02-28 05:02:39,61,On-time,1504,276.86,79,Female,Low,Leisure,Economy,0,,Online,7.627746534703235,9.0,28,0,1,Window,100
P196,F1856,United,ATL,JFK,2023-09-21 23:49:08,163,On-time,898,361.11,45,Female,High,Leisure,Business,1,,Airport Kiosk,8.115531045422259,2.0,35,0,0,Aisle,22
P197,F228,JetBlue,SFO,DFW,2024-03-10 08:11:55,108,Delayed,1374,350.91,74,Male,Medium,Leisure,Economy,0,Platinum,Desk,8.247374467606203,18.0,97,0,0,Middle,102
P198,F1550,Delta,DEN,JFK,2025-02-27 01:24:01,254,On-time,1292,350.88,48,Male,High,Leisure,Business,2,,Mobile App,8.650417834845296,47.0,99,0,0,Window,108
P199,F931,Delta,ORD,LAX,2024-03-01 00:12:46,115,On-time,1069,541.6,79,Female,Medium,Emergency,Business,1,Silver,Airport Kiosk,7.793468571775711,0.0,32,1,0,Middle,14
P200,F1658,JetBlue,DFW,ATL,2023-04-27 21:41:22,150,On-time,750,347.27,19,Male,Medium,Leisure,Economy,0,,Mobile App,6.043475503825612,56.0,115,0,0,Aisle,42
P201,F551,United,SEA,SFO,2024-03-05 21:33:59,262,On-time,2087,368.93,75,Male,High,Business,Business,1,Silver,Desk,8.44893819833634,17.0,63,0,1,Window,28
P202,F1278,Southwest,SFO,JFK,2024-04-21 00:34:39,113,Delayed,893,392.44,43,Male,High,Family,Business,2,Gold,Airport Kiosk,8.55390668602423,6.0,97,0,0,Middle,35
P203,F1650,United,JFK,SFO,2025-03-16 11:09:56,241,On-time,659,306.74,38,Male,High,Family,Economy,4,Platinum,Desk,7.445793948264236,5.0,71,0,0,Aisle,12
P204,F1884,American Airlines,ORD,ORD,2025-01-15 20:23:56,160,On-time,992,329.57,60,Male,Low,Leisure,First,2,,Desk,8.646480941844919,11.0,25,0,0,Window,31
P205,F620,United,LAX,JFK,2024-12-09 23:40:30,142,On-time,928,340.63,65,Female,High,Family,Economy,1,Silver,Mobile App,7.121372987563008,10.0,35,0,0,Middle,70
P206,F1480,JetBlue,DEN,ATL,2025-01-26 22:48:45,74,On-time,1395,343.76,35,Female,Medium,Emergency,Premium Economy,0,,Airport Kiosk,8.417940261646459,7.0,32,0,0,Middle,58
P207,F729,Southwest,ATL,DFW,2024-12-03 03:01:18,162,On-time,1881,240.82,49,Female,Medium,Family,Premium Economy,0,,Airport Kiosk,7.865762673292421,17.0,58,0,1,Window,114
P208,F1765,American Airlines,ORD,ATL,2023-07-27 06:57:03,155,On-time,1362,501.18,69,Female,Low,Family,Business,1,,Online,9.693228156595886,14.0,106,0,0,Window,85
P209,F1043,American Airlines,ORD,ORD,2023-09-09 08:51:29,76,On-time,2101,317.6,64,Female,Medium,Emergency,Business,1,,Desk,7.463121396867514,3.0,20,0,0,Middle,27
P210,F89,Southwest,LAX,DFW,2025-01-19 16:04:09,177,Delayed,571,277.69,34,Male,Low,Business,Premium Economy,1,Silver,Mobile App,8.990078319323414,15.0,64,0,1,Middle,65
P211,F1140,American Airlines,SEA,JFK,2024-07-08 06:03:07,250,On-time,1537,271.56,33,Male,Medium,Family,Economy,0,,Online,6.682529105019733,31.0,88,0,0,Window,41
P212,F434,Southwest,SFO,JFK,2024-11-26 06:59:21,140,On-time,892,335.52,73,Male,Low,Emergency,First,0,,Airport Kiosk,8.280765395371487,8.0,82,0,1,Middle,44
P213,F1773,United,ORD,ORD,2023-09-24 19:08:48,168,On-time,1137,321.58,24,Female,High,Family,Economy,1,Platinum,Airport Kiosk,7.821238407512891,7.0,30,0,1,Middle,61
P214,F1443,JetBlue,LAX,ATL,2024-02-14 20:17:26,118,On-time,940,415.92,22,Female,Medium,Family,Economy,0,Silver,Desk,7.997479401236027,8.0,23,0,0,Window,56
P215,F1522,JetBlue,ATL,LAX,2024-07-31 18:09:42,59,On-time,1020,321.52,45,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,8.20209702603221,24.0,82,0,0,Aisle,116
P216,F923,JetBlue,SFO,LAX,2023-09-27 03:56:04,118,On-time,1179,368.32,24,Female,Medium,Business,Economy,1,,Desk,7.365569791038257,8.0,95,0,0,Aisle,5
P217,F1088,United,ORD,LAX,2024-10-07 02:05:43,101,On-time,1046,222.63,43,Female,Low,Business,Economy,1,,Airport Kiosk,7.7136496309176295,2.0,5,0,0,Window,27
P218,F1848,United,SEA,DFW,2024-11-25 14:38:24,255,On-time,796,491.86,60,Female,Medium,Emergency,Business,2,,Desk,7.885644577050633,8.0,93,0,0,Aisle,27
P219,F501,Delta,ATL,SFO,2024-07-10 14:10:27,296,On-time,1285,354.81,33,Male,Low,Family,Economy,4,,Airport Kiosk,7.361520954266915,10.0,13,0,0,Middle,107
P220,F1823,Southwest,ATL,ATL,2024-07-23 09:59:46,182,On-time,866,447.99,19,Male,Medium,Family,First,1,,Desk,8.558910667085838,4.0,19,0,0,Window,43
P221,F1175,United,JFK,SEA,2024-05-30 13:35:31,266,On-time,1115,410.42,54,Male,Medium,Emergency,Economy,1,,Online,8.559648480600112,3.0,81,0,0,Aisle,83
P222,F96,United,DEN,LAX,2024-04-17 18:12:33,248,On-time,1192,361.7,25,Female,Low,Business,Economy,2,,Airport Kiosk,6.392245594391368,9.0,6,0,0,Aisle,29
P223,F136,Southwest,DEN,JFK,2024-04-26 15:14:59,112,Cancelled,1024,216.76,43,Female,Low,Family,Economy,0,Silver,Mobile App,7.3873867945999825,18.0,61,0,0,Middle,61
P224,F1947,United,ATL,LAX,2024-05-09 17:03:33,212,On-time,898,399.35,41,Female,High,Family,Economy,0,Silver,Desk,8.791723952027233,4.0,65,0,0,Middle,74
P225,F1186,United,DEN,ATL,2024-11-02 01:50:23,158,On-time,1534,364.89,52,Male,Medium,Family,Premium Economy,1,,Desk,7.583577111848786,18.0,79,0,1,Window,118
P226,F1294,Delta,ORD,SEA,2024-11-21 03:44:08,107,Delayed,390,395.99,74,Male,Low,Leisure,Economy,0,,Online,6.9573045373104785,32.0,105,0,0,Window,91
P227,F545,JetBlue,JFK,LAX,2025-03-08 15:43:14,226,On-time,806,247.51,52,Female,Low,Leisure,Economy,0,,Online,7.134662566155045,27.0,75,0,0,Window,88
P228,F1962,American Airlines,DFW,ATL,2023-11-21 20:57:52,108,On-time,1068,481.61,63,Female,Medium,Leisure,Economy,1,Gold,Airport Kiosk,7.490406108611082,7.0,34,0,1,Window,102
P229,F1795,Southwest,DFW,SEA,2023-06-08 10:55:14,179,On-time,1277,430.65,53,Male,Medium,Family,Premium Economy,0,Platinum,Online,7.124309115011229,7.0,31,0,0,Window,61
P230,F1872,JetBlue,JFK,DFW,2023-08-24 15:25:34,143,On-time,1505,478.22,35,Male,Medium,Business,Premium Economy,0,,Desk,8.380120472125192,11.0,94,0,0,Aisle,96
P231,F564,Southwest,SEA,JFK,2023-09-05 22:11:46,190,On-time,1030,372.58,19,Male,Medium,Family,Business,1,,Airport Kiosk,8.151928611283632,7.0,94,0,0,Middle,0
P232,F1238,Delta,DEN,ATL,2023-06-03 14:45:47,232,On-time,935,426.15,56,Female,Medium,Emergency,First,0,,Airport Kiosk,9.96101021527904,1.0,41,0,1,Middle,120
P233,F594,JetBlue,DFW,JFK,2023-10-11 14:27:07,263,On-time,1374,509.27,21,Female,High,Business,Economy,0,Silver,Online,7.316162156055239,16.0,42,0,1,Aisle,26
P234,F255,Southwest,DEN,JFK,2025-04-06 17:42:49,37,On-time,1125,319.31,40,Female,Medium,Emergency,Economy,3,Gold,Online,7.5829646342304775,5.0,102,0,1,Window,61
P235,F1260,Delta,JFK,SEA,2023-08-25 16:52:47,200,On-time,1377,530.7,60,Male,Medium,Leisure,Premium Economy,4,Silver,Mobile App,7.373603185758869,12.0,12,0,0,Middle,120
P236,F664,JetBlue,DEN,DFW,2023-05-07 15:54:55,183,Cancelled,1300,183.33,45,Female,Medium,Business,Economy,0,,Desk,8.196668373319937,13.0,24,0,1,Window,115
P237,F455,JetBlue,DEN,LAX,2025-03-19 12:24:32,229,On-time,905,245.2,24,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,8.432538248266257,1.0,109,0,0,Aisle,76
P238,F1783,Delta,JFK,DFW,2023-10-19 00:49:02,138,On-time,962,226.61,65,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,8.85639530038016,0.0,106,0,0,Window,104
P239,F1032,JetBlue,DEN,ORD,2025-02-16 03:18:47,249,On-time,1383,466.01,50,Female,High,Family,Economy,2,,Mobile App,6.11100093363676,7.0,117,0,0,Aisle,2
P240,F1573,American Airlines,ORD,ORD,2023-05-18 07:28:39,225,On-time,1138,397.05,41,Female,Medium,Leisure,Economy,1,,Desk,7.965555580103249,12.0,32,0,0,Middle,102
P241,F1455,Delta,ORD,ORD,2024-08-12 03:59:35,158,On-time,1593,131.19,55,Male,Medium,Leisure,Economy,0,,Desk,7.327597117563281,3.0,69,0,0,Middle,69
P242,F1310,Southwest,LAX,DFW,2024-07-12 11:55:29,224,On-time,1565,370.97,74,Female,Low,Leisure,Economy,0,Silver,Desk,7.37462467146923,13.0,30,0,1,Aisle,71
P243,F1236,Southwest,ORD,DFW,2025-01-11 11:30:09,235,On-time,589,129.25,25,Female,Medium,Business,Economy,1,,Mobile App,6.799880479490771,0.0,56,0,1,Window,26
P244,F1437,Southwest,SEA,SEA,2024-04-07 04:03:40,255,On-time,657,480.35,56,Male,High,Business,Economy,0,,Mobile App,7.0019389447210605,12.0,71,0,0,Aisle,8
P245,F545,American Airlines,ATL,LAX,2023-10-05 11:45:19,245,On-time,1505,529.43,18,Female,Low,Emergency,Economy,3,Gold,Airport Kiosk,7.744182347472467,0.0,28,0,0,Middle,61
P246,F1159,Delta,DEN,LAX,2024-05-15 15:58:10,223,On-time,1496,202.34,30,Female,Medium,Emergency,Economy,1,Gold,Online,7.2164413279316655,14.0,43,0,1,Middle,36
P247,F1529,Southwest,ORD,SEA,2024-07-06 17:01:18,168,On-time,1611,239.62,35,Male,Medium,Business,Premium Economy,1,,Mobile App,7.665687931185927,15.0,48,0,1,Aisle,96
P248,F1585,JetBlue,JFK,LAX,2023-09-17 20:49:31,208,On-time,1496,346.45,64,Male,Low,Business,Economy,0,,Desk,8.242052792974293,7.0,4,0,0,Window,50
P249,F686,American Airlines,DEN,JFK,2023-07-09 21:29:45,53,On-time,958,556.49,19,Female,Medium,Family,Economy,2,,Desk,7.195302669292709,18.0,96,0,0,Window,105
P250,F1473,JetBlue,SEA,DFW,2023-12-27 14:08:52,162,Delayed,1417,381.31,73,Male,High,Leisure,Premium Economy,0,Gold,Airport Kiosk,7.663320725410617,1.0,100,0,0,Window,43
P251,F1505,American Airlines,SEA,SEA,2023-08-26 22:13:30,126,On-time,956,466.09,32,Male,Medium,Leisure,Business,0,,Desk,8.24416912927315,7.0,19,0,0,Middle,23
P252,F1280,JetBlue,SEA,DEN,2023-05-28 02:26:25,40,On-time,1439,306.51,50,Male,Low,Emergency,Economy,1,Silver,Online,7.5520574979108375,6.0,59,0,0,Aisle,78
P253,F590,JetBlue,LAX,DEN,2024-12-16 14:40:44,244,On-time,1203,415.68,21,Female,Low,Business,Economy,0,,Airport Kiosk,7.357771082883756,6.0,109,1,0,Middle,58
P254,F1594,Delta,DEN,ATL,2024-08-19 01:13:52,139,On-time,1450,231.24,74,Female,Medium,Emergency,Premium Economy,0,,Airport Kiosk,8.114662183590527,5.0,73,0,0,Middle,117
P255,F1817,American Airlines,ORD,ORD,2023-08-11 11:22:26,212,On-time,1173,294.32,75,Female,Low,Business,Economy,2,Gold,Online,7.716548930686929,1.0,88,0,0,Middle,31
P256,F1328,Delta,SFO,SEA,2024-06-20 01:26:35,99,Cancelled,1088,204.67,46,Male,Medium,Family,Business,0,,Airport Kiosk,8.53963986780518,2.0,61,1,0,Window,95
P257,F1576,Delta,LAX,SFO,2023-08-04 12:59:22,174,On-time,1397,442.68,63,Male,Medium,Business,Economy,0,,Mobile App,8.008203455075195,14.0,24,0,0,Middle,87
P258,F1523,Delta,LAX,ORD,2025-02-02 01:57:53,135,Delayed,368,308.44,67,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,8.676852259219205,12.0,99,0,1,Window,104
P259,F1741,Southwest,DFW,ORD,2024-01-17 14:50:53,211,On-time,834,342.63,71,Male,Low,Family,Economy,0,Silver,Mobile App,7.6175114655219245,2.0,100,0,0,Middle,51
P260,F1272,Southwest,LAX,LAX,2024-07-22 18:58:50,126,On-time,468,303.37,22,Female,Medium,Business,Premium Economy,1,Gold,Desk,7.559017325220101,5.0,2,0,0,Window,112
P261,F1310,Southwest,ATL,SEA,2023-07-29 08:51:26,134,Delayed,1583,433.22,57,Female,High,Business,Business,2,Silver,Mobile App,7.813136136827147,11.0,82,1,0,Window,61
P262,F934,Southwest,DEN,DFW,2024-06-27 23:25:45,173,On-time,1683,177.51,38,Male,Medium,Business,Economy,1,Silver,Desk,8.011689084033247,7.0,24,0,0,Aisle,112
P263,F532,Southwest,DFW,LAX,2025-01-02 23:31:08,146,On-time,1129,407.11,79,Male,High,Business,Economy,2,Silver,Mobile App,6.917920952755265,3.0,10,0,0,Aisle,57
P264,F1331,United,SEA,JFK,2024-07-29 10:43:43,149,On-time,1770,329.35,20,Female,Medium,Family,Economy,0,Gold,Desk,7.776079061672085,19.0,23,0,1,Aisle,51
P265,F147,Southwest,DEN,DFW,2023-06-18 10:00:59,238,On-time,907,346.56,38,Female,Medium,Family,Economy,1,Silver,Desk,6.341123297116953,15.0,83,0,0,Window,11
P266,F864,American Airlines,DEN,SFO,2024-12-20 13:36:11,185,On-time,1041,313.41,65,Male,Low,Emergency,Economy,0,,Desk,7.271887670884779,1.0,3,0,0,Aisle,38
P267,F1835,Southwest,ORD,LAX,2025-01-25 13:48:09,159,On-time,1327,497.17,59,Female,High,Leisure,Economy,1,,Mobile App,6.691019340089533,4.0,36,0,1,Window,1
P268,F580,JetBlue,DFW,ATL,2023-11-05 04:23:51,131,On-time,1367,430.89,42,Female,Medium,Leisure,Economy,1,Silver,Desk,6.554047707271344,6.0,6,0,0,Window,2
P269,F1823,American Airlines,JFK,LAX,2023-06-07 09:11:01,51,On-time,1481,509.08,42,Female,High,Business,Economy,0,Gold,Online,7.517288151136322,8.0,7,0,0,Window,112
P270,F325,JetBlue,DEN,SEA,2023-09-19 16:32:32,226,Cancelled,704,307.42,21,Male,Medium,Family,Premium Economy,0,,Airport Kiosk,8.530151459174466,4.0,75,0,0,Aisle,100
P271,F1701,JetBlue,JFK,SEA,2025-03-24 09:44:59,143,Cancelled,1104,293.08,47,Male,Medium,Leisure,Economy,1,Silver,Mobile App,8.126564086283057,2.0,108,0,0,Aisle,112
P272,F1329,Southwest,LAX,JFK,2023-11-14 08:46:49,174,Delayed,585,579.91,41,Female,High,Emergency,Economy,0,Gold,Airport Kiosk,7.184659568116667,36.0,43,0,0,Window,55
P273,F1263,JetBlue,SEA,DEN,2024-12-20 21:39:10,270,On-time,1167,527.53,73,Female,Low,Business,Economy,1,,Online,8.0058864143616,21.0,115,0,0,Window,80
P274,F1980,United,DEN,DEN,2025-02-22 20:21:36,142,On-time,1008,294.64,51,Male,Medium,Family,Premium Economy,1,,Airport Kiosk,7.217218534930966,1.0,61,0,1,Aisle,58
P275,F1334,Delta,SEA,JFK,2024-10-19 10:01:45,121,On-time,1196,216.0,76,Female,High,Emergency,First,0,Platinum,Online,9.709818286506884,5.0,19,0,0,Window,112
P276,F669,Southwest,SFO,SFO,2023-09-09 22:37:33,167,On-time,1891,344.52,68,Female,Medium,Emergency,Premium Economy,0,Platinum,Online,8.206253600722492,2.0,2,0,0,Aisle,1
P277,F1407,United,SFO,ATL,2023-06-23 05:06:02,208,Delayed,701,362.04,29,Female,Low,Leisure,Business,0,Gold,Desk,8.495856941695928,8.0,79,0,0,Window,1
P278,F58,American Airlines,SEA,LAX,2024-06-27 23:09:36,155,On-time,1159,448.93,20,Female,Medium,Family,Economy,0,Silver,Mobile App,8.424291464007888,2.0,8,0,0,Middle,91
P279,F938,American Airlines,DEN,ORD,2023-09-13 15:21:17,97,On-time,1332,322.53,30,Female,High,Family,Economy,1,,Desk,6.378058573776189,28.0,75,0,0,Window,53
P280,F899,United,ATL,DFW,2024-09-04 16:24:18,189,On-time,1694,595.33,30,Male,High,Family,Economy,0,Silver,Mobile App,8.692151063317525,10.0,46,0,0,Window,86
P281,F697,JetBlue,JFK,ATL,2025-04-21 17:55:57,259,Cancelled,1418,403.06,61,Male,Low,Emergency,Economy,1,Platinum,Desk,7.2420194879287445,15.0,66,0,0,Window,100
